개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3000000,202630000000800992,서울특별시 종로구청,서울특별시 종로구 종로58길 39,,생활방범,2,200,360도 전방면,30,201312,02-2148-3033,37.57154,127.0185,2026-05-18,,2026-05-19 22:58:23,2026-05-18 15:24:22
3000000,202630000000800474,서울특별시 종로구청,서울특별시 종로구 창신6가길 39 (산마루놀이터),,생활방범,2,200,360도 전방면,30,201811,02-2148-3033,37.57569,127.0124,2026-05-18,,2026-05-19 22:58:23,2026-05-18 15:24:18
3000000,202630000000800868,서울특별시 종로구청,서울특별시 종로구 지봉로12길 9,,생활방범,3,200,360도 전방면,30,201612,02-2148-3033,37.57707,127.0162,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:21
3000000,202630000000800466,서울특별시 종로구청,서울특별시 종로구 효자로 29 (마을마당공원),,생활방범,3,200,360도 전방면,30,202005,02-2148-3033,37.57866,126.9737,2026-05-18,,2026-05-19 22:58:23,2026-05-18 15:24:18
3000000,202630000000800340,서울특별시 종로구청,,서울특별시 종로구 사직동 9-2,생활방범,2,200,360도 전방면,30,202405,02-2148-3033,37.57515,126.9688,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:17
3000000,202630000000800147,서울특별시 종로구청,서울특별시 종로구 대학로 120,,교통단속,1,200,360도 전방면,30,201806,02-2148-3033,37.58187,127.0022,2026-05-18,,2026-05-19 22:58:26,2026-05-18 15:24:16
3000000,202630000000801216,서울특별시 종로구청,서울특별시 종로구 자하문로23길 19,,생활방범,3,200,360도 전방면,30,201312,02-2148-3033,37.5833,126.9692,2026-05-18,,2026-05-19 22:58:27,2026-05-18 15:24:24
3000000,202630000000800193,서울특별시 종로구청,서울특별시 종로구 통일로14길 6-5,,교통단속,1,200,360도 전방면,30,201606,02-2148-3033,37.57472,126.9585,2026-05-18,,2026-05-19 22:58:27,2026-05-18 15:24:16
3000000,202630000000800194,서울특별시 종로구청,서울특별시 종로구 사직로8길 4,,교통단속,1,200,360도 전방면,30,201606,02-2148-3033,37.57475,126.9702,2026-05-18,,2026-05-19 22:58:27,2026-05-18 15:24:16
3000000,202630000000800240,서울특별시 종로구청,,서울특별시 종로구 청운동 산4-41 인근,생활방범,4,200,360도 전방면,30,202405,02-2148-3033,37.5878,126.9652,2026-05-18,,2026-05-19 22:58:28,2026-05-18 15:24:17
3000000,202630000000800241,서울특별시 종로구청,,서울특별시 종로구 청운동 산4-41 인근,생활방범,4,200,360도 전방면,30,202405,02-2148-3033,37.58739,126.9649,2026-05-18,,2026-05-19 22:58:28,2026-05-18 15:24:17
3000000,202630000000800237,서울특별시 종로구청,,서울특별시 종로구 평창동 470,생활방범,3,200,360도 전방면,30,202404,02-2148-3033,37.61498,126.9748,2026-05-18,,2026-05-19 22:58:28,2026-05-18 15:24:17
3000000,202630000000800238,서울특별시 종로구청,,서울특별시 종로구 평창동 470,생활방범,2,200,360도 전방면,30,202404,02-2148-3033,37.61502,126.9744,2026-05-18,,2026-05-19 22:58:28,2026-05-18 15:24:17
3000000,202630000000800239,서울특별시 종로구청,,서울특별시 종로구 청운동 산4-41 인근,생활방범,4,200,360도 전방면,30,202405,02-2148-3033,37.58826,126.9653,2026-05-18,,2026-05-19 22:58:28,2026-05-18 15:24:17
3000000,202630000000801168,서울특별시 종로구청,서울특별시 종로구 평창20길 51,,생활방범,3,200,360도 전방면,30,201312,02-2148-3033,37.61121,126.9701,2026-05-18,,2026-05-19 22:58:26,2026-05-18 15:24:24
3000000,202630000000800144,서울특별시 종로구청,서울특별시 종로구 대학로 64,,교통단속,2,200,360도 전방면,30,201806,02-2148-3033,37.57688,127.0024,2026-05-18,,2026-05-19 22:58:26,2026-05-18 15:24:16
3000000,202630000000800135,서울특별시 종로구청,서울특별시 종로구 종로5길 30,,교통단속,1,200,360도 전방면,30,201806,02-2148-3033,37.57142,126.9807,2026-05-18,,2026-05-19 22:58:26,2026-05-18 15:24:16
3000000,202630000000800136,서울특별시 종로구청,서울특별시 종로구 돈화문로 45,,교통단속,1,200,360도 전방면,30,201806,02-2148-3033,37.5725,126.9915,2026-05-18,,2026-05-19 22:58:26,2026-05-18 15:24:16
3000000,202630000000800137,서울특별시 종로구청,서울특별시 종로구 동숭길 101,,교통단속,1,200,360도 전방면,30,201806,02-2148-3033,37.58267,127.0039,2026-05-18,,2026-05-19 22:58:26,2026-05-18 15:24:16
3000000,202630000000800138,서울특별시 종로구청,서울특별시 종로구 동숭길 133,,교통단속,1,200,360도 전방면,30,201806,02-2148-3033,37.5835,127.0026,2026-05-18,,2026-05-19 22:58:26,2026-05-18 15:24:16
3000000,202630000000800139,서울특별시 종로구청,서울특별시 종로구 혜화로 50,,교통단속,1,200,360도 전방면,30,201806,02-2148-3033,37.58981,126.9993,2026-05-18,,2026-05-19 22:58:26,2026-05-18 15:24:16
3000000,202630000000800140,서울특별시 종로구청,서울특별시 종로구 혜화로 63,,교통단속,1,200,360도 전방면,30,201806,02-2148-3033,37.59199,126.9993,2026-05-18,,2026-05-19 22:58:26,2026-05-18 15:24:16
3000000,202630000000800141,서울특별시 종로구청,서울특별시 종로구 대명길 3,,교통단속,1,200,360도 전방면,30,201806,02-2148-3033,37.58344,127.0015,2026-05-18,,2026-05-19 22:58:26,2026-05-18 15:24:16
3000000,202630000000800142,서울특별시 종로구청,서울특별시 종로구 대학로 156,,교통단속,1,200,360도 전방면,30,201806,02-2148-3033,37.58536,127.0017,2026-05-18,,2026-05-19 22:58:26,2026-05-18 15:24:16
3000000,202630000000800143,서울특별시 종로구청,서울특별시 종로구 대학로 93,,교통단속,1,200,360도 전방면,30,201806,02-2148-3033,37.57961,127.002,2026-05-18,,2026-05-19 22:58:26,2026-05-18 15:24:16
3000000,202630000000800145,서울특별시 종로구청,서울특별시 종로구 삼청로 108,,교통단속,1,200,360도 전방면,30,201806,02-2148-3033,37.58504,126.9821,2026-05-18,,2026-05-19 22:58:26,2026-05-18 15:24:16
3000000,202630000000800830,서울특별시 종로구청,서울특별시 종로구 성균관로3길 5,,생활방범,4,200,360도 전방면,30,201709,02-2148-3033,37.58361,126.9978,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:21
3000000,202630000000800459,서울특별시 종로구청,서울특별시 종로구 내수동 73-3 (내수공원),,생활방범,2,200,360도 전방면,30,202007,02-2148-3033,37.5722,126.9717,2026-05-18,,2026-05-19 22:58:22,2026-05-18 15:24:18
3000000,202630000000800360,서울특별시 종로구청,,서울특별시 종로구 송월동 145-2,생활방범,2,200,360도 전방면,30,202405,02-2148-3033,37.57096,126.9653,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:17
3000000,202630000000800361,서울특별시 종로구청,,서울특별시 종로구 송월동 145-2,생활방범,2,200,360도 전방면,30,202405,02-2148-3033,37.57117,126.965,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:17
3000000,202630000000800362,서울특별시 종로구청,,서울특별시 종로구 평창동108-3,생활방범,3,200,360도 전방면,30,202405,02-2148-3033,37.6106,126.9777,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:17
3000000,202630000000801011,서울특별시 종로구청,서울특별시 종로구 지봉로11길 32,,생활방범,1,200,360도 전방면,30,202212,02-2148-3033,37.57696,127.0136,2026-05-18,,2026-05-19 22:58:23,2026-05-18 15:24:23
3000000,202630000000800845,서울특별시 종로구청,서울특별시 종로구 필운대로1길 49,,생활방범,3,200,360도 전방면,30,201612,02-2148-3033,37.57803,126.9668,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:21
3000000,202630000000800363,서울특별시 종로구청,,서울특별시 종로구 평창동108-3,생활방범,2,200,360도 전방면,30,202405,02-2148-3033,37.61069,126.9779,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:17
3000000,202630000000800364,서울특별시 종로구청,,서울특별시 종로구 평창동 568-2,생활방범,2,200,360도 전방면,30,202405,02-2148-3033,37.61018,126.9647,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:17
3000000,202630000000801012,서울특별시 종로구청,서울특별시 종로구 지봉로11길 30,,생활방범,2,200,360도 전방면,30,201312,02-2148-3033,37.57692,127.0138,2026-05-18,,2026-05-19 22:58:23,2026-05-18 15:24:23
3000000,202630000000800855,서울특별시 종로구청,서울특별시 종로구 인사동7길 6,,생활방범,3,200,360도 전방면,30,201612,02-2148-3033,37.57305,126.9857,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:21
3000000,202630000000800308,서울특별시 종로구청,,서울특별시 종로구 연지동 1-38,생활방범,3,200,360도 전방면,30,202404,02-2148-3033,37.57561,127.0004,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:17
3000000,202630000000800306,서울특별시 종로구청,,서울특별시 종로구 수송동 80-7,생활방범,3,200,360도 전방면,30,202404,02-2148-3033,37.57137,126.9799,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:17
3000000,202630000000800307,서울특별시 종로구청,,서울특별시 종로구 수송동 80-7,생활방범,3,200,360도 전방면,30,202404,02-2148-3033,37.57145,126.9794,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:17
3000000,202630000000800846,서울특별시 종로구청,서울특별시 종로구 자하문로41길 13,,생활방범,3,200,360도 전방면,30,201612,02-2148-3033,37.59709,126.9617,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:21
3000000,202630000000800847,서울특별시 종로구청,서울특별시 종로구 자하문로13길 14,,생활방범,2,200,360도 전방면,30,201612,02-2148-3033,37.5801,126.9705,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:21
3000000,202630000000800848,서울특별시 종로구청,서울특별시 종로구 율곡로10길 12,,생활방범,3,200,360도 전방면,30,201612,02-2148-3033,37.57684,126.9909,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:21
3000000,202630000000800330,서울특별시 종로구청,,서울특별시 종로구 권농동 108,생활방범,3,200,360도 전방면,30,202405,02-2148-3033,37.57722,126.9917,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:17
3000000,202630000000800328,서울특별시 종로구청,,서울특별시 종로구 권농동 87,생활방범,3,200,360도 전방면,30,202405,02-2148-3033,37.57708,126.9916,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:17
3000000,202630000000800329,서울특별시 종로구청,,서울특별시 종로구 권농동 96,생활방범,3,200,360도 전방면,30,202405,02-2148-3033,37.57734,126.9918,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:17
3000000,202630000000800856,서울특별시 종로구청,서울특별시 종로구 창덕궁4길 12,,생활방범,3,200,360도 전방면,30,201612,02-2148-3033,37.58189,126.989,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:21
3000000,202630000000800885,서울특별시 종로구청,서울특별시 종로구 혜화로8길 4,,생활방범,4,200,360도 전방면,30,201512,02-2148-3033,37.5879,127.0001,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:21
3000000,202630000000800822,서울특별시 종로구청,서울특별시 종로구 백석동길 75,,생활방범,2,200,360도 전방면,30,201709,02-2148-3033,37.59417,126.9687,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:21
3000000,202630000000800331,서울특별시 종로구청,,서울특별시 종로구 궁정동 55-3,생활방범,2,200,360도 전방면,30,202405,02-2148-3033,37.58422,126.9718,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:17
3000000,202630000000800849,서울특별시 종로구청,서울특별시 종로구 평창10길 5,,생활방범,3,200,360도 전방면,30,201612,02-2148-3033,37.60544,126.9674,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:21
3000000,202630000000800850,서울특별시 종로구청,서울특별시 종로구 돈화문로5가길 1,,생활방범,3,200,360도 전방면,30,201612,02-2148-3033,37.57084,126.9917,2026-05-18,,2026-05-19 22:58:21,2026-05-18 15:24:21
